a_ref,c_id,c_class,c_sex,c_agegroup,c_sever,c_loc,c_move,c_school,c_pcv,c_pedinj,c_vtype,a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene,a_ref,v_type,v_tow,v_man,v_loc,v_junc,v_skid,v_hit,v_leave,v_hitoff,v_impact,v_sex,v_agegroup,v_hitr,v_forreg
923,1,1,2,5,3," "," ",8," "," ",8,2021,923,FERO,3,2,1,FRI,9,4,17,15,227313,328381,13,60," "," "," "," "," "," "," "," "," "," ",923,8,1,9,3," "," "," "," "," ",3,2,5,1," "
924,1,5,1,5,2,11,10,8,1,2," ",2021,924,MIDU,2,2,1,FRI,9,4,17,55,280832,378074,13,30,10,7,1,1,1,1,1,1,1,2,924,8,1,2,3,3,1,1,1,1,1,1,4,1,1
924,1,5,1,5,2,11,10,8,1,2," ",2021,924,MIDU,2,2,1,FRI,9,4,17,55,280832,378074,13,30,10,7,1,1,1,1,1,1,1,2,924,8,1,5,3,3,1,1,1,1,2,1,3,2,1
925,1,1,2,4,3," "," ",8," "," ",15,2021,925,FERO,3,2,1,FRI,9,4,18,13,223906,358091,13,30," "," "," "," "," "," "," "," "," "," ",925,8,1,7,3," "," "," "," "," ",4,2,5,1," "
925,1,1,2,4,3," "," ",8," "," ",15,2021,925,FERO,3,2,1,FRI,9,4,18,13,223906,358091,13,30," "," "," "," "," "," "," "," "," "," ",925,15,1,9,3," "," "," "," "," ",5,2,4,1," "
926,1,5,2,4,3," "," ",8," "," "," ",2021,926,BELC,3,2,1,FRI,9,4,18,45,327441,371686,13,30," "," "," "," "," "," "," "," "," "," ",926,8,1,14,4," "," "," "," "," ",5,1,5,1," "
926,1,5,2,4,3," "," ",8," "," "," ",2021,926,BELC,3,2,1,FRI,9,4,18,45,327441,371686,13,30," "," "," "," "," "," "," "," "," "," ",926,8,1,2,4," "," "," "," "," ",4,2,4,1," "
927,1,1,1,6,3," "," ",8," "," ",8,2021,927,BELC,3,2,1,FRI,9,4,19,30,334967,371019,13,30," "," "," "," "," "," "," "," "," "," ",927,8,1,9,3," "," "," "," "," ",2,2,4,2," "
927,1,1,1,6,3," "," ",8," "," ",8,2021,927,BELC,3,2,1,FRI,9,4,19,30,334967,371019,13,30," "," "," "," "," "," "," "," "," "," ",927,8,1,18,3," "," "," "," "," ",5,1,6,1," "
928,1,1,1,3,3," "," ",8," "," ",8,2021,928,CCGL,3,1,1,SAT,10,4,6,34,285180,431504,11,60," "," "," "," "," "," "," "," "," "," ",928,8,1,18,3," "," "," "," "," ",2,1,3,1," "
929,1,1,1,4,3," "," ",8," "," ",8,2021,929,LISC,3,2,1,FRI,9,4,17,45,316054,361515,13,60," "," "," "," "," "," "," "," "," "," ",929,24,5,4,3," "," "," "," "," ",2,1,4,1," "
929,1,1,1,4,3," "," ",8," "," ",8,2021,929,LISC,3,2,1,FRI,9,4,17,45,316054,361515,13,60," "," "," "," "," "," "," "," "," "," ",929,8,1,4,3," "," "," "," "," ",3,1,4,1," "
930,1,1,2,3,2,1,1,8,1," ",8,2021,930,CCGL,2,1,1,SAT,10,4,8,5,298523,424379,13,60,1,1,1,1,2,1,4,1,1,1,930,8,1,18,3,1,2,1,2,5,4,2,3,1,1
931,1,3,2,8,3," "," ",8," "," ",8,2021,931,LISC,3,2,1,SAT,10,4,11,58,343737,374024,11,40," "," "," "," "," "," "," "," "," "," ",931,8,1,18,3," "," "," "," "," ",5,1,8,1," "
931,1,3,2,8,3," "," ",8," "," ",8,2021,931,LISC,3,2,1,SAT,10,4,11,58,343737,374024,11,40," "," "," "," "," "," "," "," "," "," ",931,8,1,9,3," "," "," "," "," ",2,1,5,1," "
932,1,4,2,1,3," "," ",8," "," ",8,2021,932,BELC,3,2,1,SAT,10,4,12,50,327643,370151,13,40," "," "," "," "," "," "," "," "," "," ",932,8,1,9,3," "," "," "," "," ",4,1,4,1," "
932,1,4,2,1,3," "," ",8," "," ",8,2021,932,BELC,3,2,1,SAT,10,4,12,50,327643,370151,13,40," "," "," "," "," "," "," "," "," "," ",932,15,1,18,3," "," "," "," "," ",2,2,7,1," "
933,1,5,1,7,2,5,5,8,1,2," ",2021,933,DCST,2,1,1,SAT,10,4,13,35,243568,418011,13,30,12,3,1,11,1,2,2,5,3,1,933,8,1,18,3,3,1,1,1,1,2,2,3,1,1
934,1,1,2,6,3," "," ",8," "," ",8,2021,934,BELC,3,2,3,SAT,10,4,16,11,331867,372246,13,30," "," "," "," "," "," "," "," "," "," ",934,8,1,18,3," "," "," "," "," ",2,1,4,1," "
934,1,1,2,6,3," "," ",8," "," ",8,2021,934,BELC,3,2,3,SAT,10,4,16,11,331867,372246,13,30," "," "," "," "," "," "," "," "," "," ",934,8,1,12,3," "," "," "," "," ",3,2,6,1," "
934,2,1,1,4,3," "," ",8," "," ",8,2021,934,BELC,3,2,3,SAT,10,4,16,11,331867,372246,13,30," "," "," "," "," "," "," "," "," "," ",934,8,1,18,3," "," "," "," "," ",2,1,4,1," "
934,2,1,1,4,3," "," ",8," "," ",8,2021,934,BELC,3,2,3,SAT,10,4,16,11,331867,372246,13,30," "," "," "," "," "," "," "," "," "," ",934,8,1,12,3," "," "," "," "," ",3,2,6,1," "
934,3,3,1,6,3," "," ",8," "," ",8,2021,934,BELC,3,2,3,SAT,10,4,16,11,331867,372246,13,30," "," "," "," "," "," "," "," "," "," ",934,8,1,18,3," "," "," "," "," ",2,1,4,1," "
934,3,3,1,6,3," "," ",8," "," ",8,2021,934,BELC,3,2,3,SAT,10,4,16,11,331867,372246,13,30," "," "," "," "," "," "," "," "," "," ",934,8,1,12,3," "," "," "," "," ",3,2,6,1," "
935,1,1,1,4,3," "," ",8," "," ",8,2021,935,CCGL,3,2,2,SAT,10,4,16,42,284669,431413,11,60," "," "," "," "," "," "," "," "," "," ",935,8,1,4,3," "," "," "," "," ",2,1,5,1," "
935,1,1,1,4,3," "," ",8," "," ",8,2021,935,CCGL,3,2,2,SAT,10,4,16,42,284669,431413,11,60," "," "," "," "," "," "," "," "," "," ",935,8,1,4,3," "," "," "," "," ",3,1,4,1," "
935,2,3,1,7,3," "," ",8," "," ",8,2021,935,CCGL,3,2,2,SAT,10,4,16,42,284669,431413,11,60," "," "," "," "," "," "," "," "," "," ",935,8,1,4,3," "," "," "," "," ",2,1,5,1," "
935,2,3,1,7,3," "," ",8," "," ",8,2021,935,CCGL,3,2,2,SAT,10,4,16,42,284669,431413,11,60," "," "," "," "," "," "," "," "," "," ",935,8,1,4,3," "," "," "," "," ",3,1,4,1," "
936,1,1,1,5,3," "," ",8," "," ",15,2021,936,MIDU,3,2,1,SAT,10,4,17,56,289941,368292,13,60," "," "," "," "," "," "," "," "," "," ",936,15,1,9,3," "," "," "," "," ",4,1,5,1," "
936,1,1,1,5,3," "," ",8," "," ",15,2021,936,MIDU,3,2,1,SAT,10,4,17,56,289941,368292,13,60," "," "," "," "," "," "," "," "," "," ",936,15,1,13,3," "," "," "," "," ",2,1,5,1," "
937,1,6,1,5,2,1,1,8,1," ",5,2021,937,ANTN,2,1,1,SAT,10,4,23,20,333599,381412,13,30,12,3,1,1,4,1,1,1,1,1,937,23,1,18,3,4,3,1,1,1,2,1,5,1,1
938,1,1,1,4,3," "," ",8," "," ",8,2021,938,DCST,3,2,1,SUN,11,4,2,51,234586,397610,13,30," "," "," "," "," "," "," "," "," "," ",938,8,1,2,3," "," "," "," "," ",2,3,9,1," "
938,1,1,1,4,3," "," ",8," "," ",8,2021,938,DCST,3,2,1,SUN,11,4,2,51,234586,397610,13,30," "," "," "," "," "," "," "," "," "," ",938,8,1,18,3," "," "," "," "," ",2,1,4,1," "
939,1,3,2,5,3," "," ",8," "," ",8,2021,939,MEAN,3,2,1,SUN,11,4,12,30,341695,394521,13,60," "," "," "," "," "," "," "," "," "," ",939,8,1,18,3," "," "," "," "," ",4,1,8,1," "
939,1,3,2,5,3," "," ",8," "," ",8,2021,939,MEAN,3,2,1,SUN,11,4,12,30,341695,394521,13,60," "," "," "," "," "," "," "," "," "," ",939,8,1,18,3," "," "," "," "," ",2,1,5,1," "
940,1,1,1,4,3," "," ",8," "," ",8,2021,940,ARBC,3,2,3,SUN,11,4,12,30,305155,357007,1,60," "," "," "," "," "," "," "," "," "," ",940,8,1,9,3," "," "," "," "," ",4,2,3,1," "
940,1,1,1,4,3," "," ",8," "," ",8,2021,940,ARBC,3,2,3,SUN,11,4,12,30,305155,357007,1,60," "," "," "," "," "," "," "," "," "," ",940,8,1,18,3," "," "," "," "," ",5,1,4,1," "
940,2,3,2,4,3," "," ",8," "," ",8,2021,940,ARBC,3,2,3,SUN,11,4,12,30,305155,357007,1,60," "," "," "," "," "," "," "," "," "," ",940,8,1,9,3," "," "," "," "," ",4,2,3,1," "
940,2,3,2,4,3," "," ",8," "," ",8,2021,940,ARBC,3,2,3,SUN,11,4,12,30,305155,357007,1,60," "," "," "," "," "," "," "," "," "," ",940,8,1,18,3," "," "," "," "," ",5,1,4,1," "
940,3,4,2,2,3," "," ",8," "," ",8,2021,940,ARBC,3,2,3,SUN,11,4,12,30,305155,357007,1,60," "," "," "," "," "," "," "," "," "," ",940,8,1,9,3," "," "," "," "," ",4,2,3,1," "
940,3,4,2,2,3," "," ",8," "," ",8,2021,940,ARBC,3,2,3,SUN,11,4,12,30,305155,357007,1,60," "," "," "," "," "," "," "," "," "," ",940,8,1,18,3," "," "," "," "," ",5,1,4,1," "
941,1,1,1,4,3," "," ",8," "," ",8,2021,941,BELC,3,2,1,SUN,11,4,15,15,334938,371259,13,30," "," "," "," "," "," "," "," "," "," ",941,8,1,12,3," "," "," "," "," ",3,1,4,1," "
941,1,1,1,4,3," "," ",8," "," ",8,2021,941,BELC,3,2,1,SUN,11,4,15,15,334938,371259,13,30," "," "," "," "," "," "," "," "," "," ",941,8,1,18,3," "," "," "," "," ",2,1,4,1," "
942,1,1,1,7,3," "," ",8," "," ",8,2021,942,ARBC,3,1,1,SUN,11,4,19,40,320781,335861,13,60," "," "," "," "," "," "," "," "," "," ",942,8,1,18,3," "," "," "," "," ",2,1,7,1," "
943,1,1,1,4,3," "," ",8," "," ",8,2021,943,MIDU,3,2,2,MON,12,4,4,11,292301,392329,11,40," "," "," "," "," "," "," "," "," "," ",943,15,1,18,3," "," "," "," "," ",2,1,7,1," "
943,1,1,1,4,3," "," ",8," "," ",8,2021,943,MIDU,3,2,2,MON,12,4,4,11,292301,392329,11,40," "," "," "," "," "," "," "," "," "," ",943,8,1,18,3," "," "," "," "," ",2,1,4,1," "
943,2,1,1,7,3," "," ",8," "," ",15,2021,943,MIDU,3,2,2,MON,12,4,4,11,292301,392329,11,40," "," "," "," "," "," "," "," "," "," ",943,15,1,18,3," "," "," "," "," ",2,1,7,1," "
943,2,1,1,7,3," "," ",8," "," ",15,2021,943,MIDU,3,2,2,MON,12,4,4,11,292301,392329,11,40," "," "," "," "," "," "," "," "," "," ",943,8,1,18,3," "," "," "," "," ",2,1,4,1," "
944,1,1,1,5,3," "," ",8," "," ",8,2021,944,ARBC,3,2,1,MON,12,4,8,20,301056,354107,13,40," "," "," "," "," "," "," "," "," "," ",944,24,1,5,3," "," "," "," "," ",2,1,8,1," "
944,1,1,1,5,3," "," ",8," "," ",8,2021,944,ARBC,3,2,1,MON,12,4,8,20,301056,354107,13,40," "," "," "," "," "," "," "," "," "," ",944,8,1,19,3," "," "," "," "," ",2,1,5,1," "
945,1,1,2,7,3," "," ",8," "," ",8,2021,945,ARBC,3,2,2,MON,12,4,8,27,296425,351171,13,60," "," "," "," "," "," "," "," "," "," ",945,8,1,9,3," "," "," "," "," ",2,1,3,1," "
945,1,1,2,7,3," "," ",8," "," ",8,2021,945,ARBC,3,2,2,MON,12,4,8,27,296425,351171,13,60," "," "," "," "," "," "," "," "," "," ",945,8,1,8,4," "," "," "," "," ",2,2,7,1," "
945,2,1,1,3,3," "," ",8," "," ",8,2021,945,ARBC,3,2,2,MON,12,4,8,27,296425,351171,13,60," "," "," "," "," "," "," "," "," "," ",945,8,1,9,3," "," "," "," "," ",2,1,3,1," "
945,2,1,1,3,3," "," ",8," "," ",8,2021,945,ARBC,3,2,2,MON,12,4,8,27,296425,351171,13,60," "," "," "," "," "," "," "," "," "," ",945,8,1,8,4," "," "," "," "," ",2,2,7,1," "
946,1,1,1,3,3," "," ",8," "," ",8,2021,946,ANTN,3,2,3,MON,12,4,13,15,314916,374289,13,60," "," "," "," "," "," "," "," "," "," ",946,24,1,9,3," "," "," "," "," ",3,1,5,1," "
946,1,1,1,3,3," "," ",8," "," ",8,2021,946,ANTN,3,2,3,MON,12,4,13,15,314916,374289,13,60," "," "," "," "," "," "," "," "," "," ",946,8,1,18,3," "," "," "," "," ",2,1,3,1," "
946,2,1,1,5,3," "," ",8," "," ",24,2021,946,ANTN,3,2,3,MON,12,4,13,15,314916,374289,13,60," "," "," "," "," "," "," "," "," "," ",946,24,1,9,3," "," "," "," "," ",3,1,5,1," "
946,2,1,1,5,3," "," ",8," "," ",24,2021,946,ANTN,3,2,3,MON,12,4,13,15,314916,374289,13,60," "," "," "," "," "," "," "," "," "," ",946,8,1,18,3," "," "," "," "," ",2,1,3,1," "
946,3,3,1,5,3," "," ",8," "," ",24,2021,946,ANTN,3,2,3,MON,12,4,13,15,314916,374289,13,60," "," "," "," "," "," "," "," "," "," ",946,24,1,9,3," "," "," "," "," ",3,1,5,1," "
946,3,3,1,5,3," "," ",8," "," ",24,2021,946,ANTN,3,2,3,MON,12,4,13,15,314916,374289,13,60," "," "," "," "," "," "," "," "," "," ",946,8,1,18,3," "," "," "," "," ",2,1,3,1," "
947,1,1,2,8,3," "," ",8," "," ",8,2021,947,BELC,3,2,1,MON,12,4,14,0,337700,375336,13,30," "," "," "," "," "," "," "," "," "," ",947,8,1,18,3," "," "," "," "," ",2,2,8,1," "
947,1,1,2,8,3," "," ",8," "," ",8,2021,947,BELC,3,2,1,MON,12,4,14,0,337700,375336,13,30," "," "," "," "," "," "," "," "," "," ",947,8,1,6,3," "," "," "," "," ",4,1,8,1," "
948,1,1,2,4,3," "," ",8," "," ",8,2021,948,BELC,3,2,2,MON,12,4,17,10,336254,371206,13,30," "," "," "," "," "," "," "," "," "," ",948,8,1,13,3," "," "," "," "," ",3,1,5,1," "
948,1,1,2,4,3," "," ",8," "," ",8,2021,948,BELC,3,2,2,MON,12,4,17,10,336254,371206,13,30," "," "," "," "," "," "," "," "," "," ",948,8,1,9,3," "," "," "," "," ",2,2,4,1," "
948,2,1,1,5,3," "," ",8," "," ",8,2021,948,BELC,3,2,2,MON,12,4,17,10,336254,371206,13,30," "," "," "," "," "," "," "," "," "," ",948,8,1,13,3," "," "," "," "," ",3,1,5,1," "
948,2,1,1,5,3," "," ",8," "," ",8,2021,948,BELC,3,2,2,MON,12,4,17,10,336254,371206,13,30," "," "," "," "," "," "," "," "," "," ",948,8,1,9,3," "," "," "," "," ",2,2,4,1," "
949,1,7,1,6,3," "," ",8," "," ",1,2021,949,MIDU,3,2,1,MON,12,4,18,25,275151,360505,13,60," "," "," "," "," "," "," "," "," "," ",949,14,1,7,3," "," "," "," "," ",1,1,8,3," "
949,1,7,1,6,3," "," ",8," "," ",1,2021,949,MIDU,3,2,1,MON,12,4,18,25,275151,360505,13,60," "," "," "," "," "," "," "," "," "," ",949,1,1,18,3," "," "," "," "," ",1,1,6,1," "
950,1,5,2,4,2,11,8,8,1,2," ",2021,950,MEAN,2,1,1,TUE,13,4,6,46,337950,404036,13,60,1,1,1,1,2,8,1,1,1,1,950,8,1,4,3,1,1,1,1,1,5,1,7,1,1
951,1,1,1,5,3," "," ",8," "," ",8,2021,951,ARND,3,2,1,TUE,13,4,7,47,356537,375729,13,60," "," "," "," "," "," "," "," "," "," ",951,8,1,13,3," "," "," "," "," ",3,1,6,1," "
951,1,1,1,5,3," "," ",8," "," ",8,2021,951,ARND,3,2,1,TUE,13,4,7,47,356537,375729,13,60," "," "," "," "," "," "," "," "," "," ",951,8,1,13,3," "," "," "," "," ",2,1,5,1," "
952,1,5,2,4,2,6,2,8,1,3," ",2021,952,MEAN,2,1,1,TUE,13,4,8,27,308585,404497,13,60,8,7,1,1,2,1,1,1,1,1,952,8,1,18,3,4,1,1,1,1,5,1,4,1,1
953,1,1,1,7,3," "," ",8," "," ",8,2021,953,BELC,3,2,2,TUE,13,4,13,1,333502,373007,13,30," "," "," "," "," "," "," "," "," "," ",953,8,1,18,3," "," "," "," "," ",2,2,4,1," "
953,1,1,1,7,3," "," ",8," "," ",8,2021,953,BELC,3,2,2,TUE,13,4,13,1,333502,373007,13,30," "," "," "," "," "," "," "," "," "," ",953,8,1,4,3," "," "," "," "," ",3,1,7,1," "
953,2,4,2,4,3," "," ",8," "," ",8,2021,953,BELC,3,2,2,TUE,13,4,13,1,333502,373007,13,30," "," "," "," "," "," "," "," "," "," ",953,8,1,18,3," "," "," "," "," ",2,2,4,1," "
953,2,4,2,4,3," "," ",8," "," ",8,2021,953,BELC,3,2,2,TUE,13,4,13,1,333502,373007,13,30," "," "," "," "," "," "," "," "," "," ",953,8,1,4,3," "," "," "," "," ",3,1,7,1," "
954,1,1,1,5,3," "," ",8," "," ",8,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,15,1,2,13," "," "," "," "," ",3,1,7,1," "
954,1,1,1,5,3," "," ",8," "," ",8,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,24,2,18,3," "," "," "," "," ",2,1,5,1," "
954,1,1,1,5,3," "," ",8," "," ",8,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,8,1,2,3," "," "," "," "," ",2,1,6,1," "
954,1,1,1,5,3," "," ",8," "," ",8,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,24,1,3,3," "," "," "," "," ",3,1,6,1," "
954,1,1,1,5,3," "," ",8," "," ",8,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,8,1,14,3," "," "," "," "," ",2,1,5,1," "
954,2,1,1,6,3," "," ",8," "," ",24,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,15,1,2,13," "," "," "," "," ",3,1,7,1," "
954,2,1,1,6,3," "," ",8," "," ",24,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,24,2,18,3," "," "," "," "," ",2,1,5,1," "
954,2,1,1,6,3," "," ",8," "," ",24,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,8,1,2,3," "," "," "," "," ",2,1,6,1," "
954,2,1,1,6,3," "," ",8," "," ",24,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,24,1,3,3," "," "," "," "," ",3,1,6,1," "
954,2,1,1,6,3," "," ",8," "," ",24,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,8,1,14,3," "," "," "," "," ",2,1,5,1," "
954,3,3,1,5,3," "," ",8," "," ",24,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,15,1,2,13," "," "," "," "," ",3,1,7,1," "
954,3,3,1,5,3," "," ",8," "," ",24,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,24,2,18,3," "," "," "," "," ",2,1,5,1," "
954,3,3,1,5,3," "," ",8," "," ",24,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,8,1,2,3," "," "," "," "," ",2,1,6,1," "
954,3,3,1,5,3," "," ",8," "," ",24,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,24,1,3,3," "," "," "," "," ",3,1,6,1," "
954,3,3,1,5,3," "," ",8," "," ",24,2021,954,NEMD,3,5,3,TUE,13,4,13,19,327476,333367,13,60," "," "," "," "," "," "," "," "," "," ",954,8,1,14,3," "," "," "," "," ",2,1,5,1," "
955,1,1,1,4,3," "," ",8," "," ",15,2021,955,NEMD,3,1,1,TUE,13,4,13,45,311603,330200,13,60," "," "," "," "," "," "," "," "," "," ",955,15,1,17,3," "," "," "," "," ",2,1,4,1," "
956,1,1,2,6,3," "," ",8," "," ",8,2021,956,LISC,3,2,2,TUE,13,4,16,48,328168,367651,13,40," "," "," "," "," "," "," "," "," "," ",956,8,1,19,3," "," "," "," "," ",2,1,6,1," "
956,1,1,2,6,3," "," ",8," "," ",8,2021,956,LISC,3,2,2,TUE,13,4,16,48,328168,367651,13,40," "," "," "," "," "," "," "," "," "," ",956,8,1,10,3," "," "," "," "," ",4,2,6,1," "
956,2,1,1,6,3," "," ",8," "," ",8,2021,956,LISC,3,2,2,TUE,13,4,16,48,328168,367651,13,40," "," "," "," "," "," "," "," "," "," ",956,8,1,19,3," "," "," "," "," ",2,1,6,1," "
956,2,1,1,6,3," "," ",8," "," ",8,2021,956,LISC,3,2,2,TUE,13,4,16,48,328168,367651,13,40," "," "," "," "," "," "," "," "," "," ",956,8,1,10,3," "," "," "," "," ",4,2,6,1," "
957,1,1,2,4,3," "," ",8," "," ",8,2021,957,DCST,3,3,2,TUE,13,4,17,2,234553,396882,13,30," "," "," "," "," "," "," "," "," "," ",957,8,1,2,4," "," "," "," "," ",3,3,9,1," "
957,1,1,2,4,3," "," ",8," "," ",8,2021,957,DCST,3,3,2,TUE,13,4,17,2,234553,396882,13,30," "," "," "," "," "," "," "," "," "," ",957,8,1,4,4," "," "," "," "," ",3,2,6,1," "
957,1,1,2,4,3," "," ",8," "," ",8,2021,957,DCST,3,3,2,TUE,13,4,17,2,234553,396882,13,30," "," "," "," "," "," "," "," "," "," ",957,8,1,18,4," "," "," "," "," ",2,2,4,1," "
957,2,1,2,6,3," "," ",8," "," ",8,2021,957,DCST,3,3,2,TUE,13,4,17,2,234553,396882,13,30," "," "," "," "," "," "," "," "," "," ",957,8,1,2,4," "," "," "," "," ",3,3,9,1," "
957,2,1,2,6,3," "," ",8," "," ",8,2021,957,DCST,3,3,2,TUE,13,4,17,2,234553,396882,13,30," "," "," "," "," "," "," "," "," "," ",957,8,1,4,4," "," "," "," "," ",3,2,6,1," "
957,2,1,2,6,3," "," ",8," "," ",8,2021,957,DCST,3,3,2,TUE,13,4,17,2,234553,396882,13,30," "," "," "," "," "," "," "," "," "," ",957,8,1,18,4," "," "," "," "," ",2,2,4,1," "
958,1,1,2,8,3," "," ",8," "," ",8,2021,958,ANTN,3,2,2,TUE,13,4,17,6,334115,381574,13,30," "," "," "," "," "," "," "," "," "," ",958,8,1,18,4," "," "," "," "," ",5,2,8,1," "
958,1,1,2,8,3," "," ",8," "," ",8,2021,958,ANTN,3,2,2,TUE,13,4,17,6,334115,381574,13,30," "," "," "," "," "," "," "," "," "," ",958,8,1,18,4," "," "," "," "," ",2,1,6,1," "
958,2,3,2,8,3," "," ",8," "," ",8,2021,958,ANTN,3,2,2,TUE,13,4,17,6,334115,381574,13,30," "," "," "," "," "," "," "," "," "," ",958,8,1,18,4," "," "," "," "," ",5,2,8,1," "
958,2,3,2,8,3," "," ",8," "," ",8,2021,958,ANTN,3,2,2,TUE,13,4,17,6,334115,381574,13,30," "," "," "," "," "," "," "," "," "," ",958,8,1,18,4," "," "," "," "," ",2,1,6,1," "
959,1,1,2,7,3," "," ",8," "," ",8,2021,959,MIDU,3,2,1,TUE,13,4,17,12,268494,380330,13,60," "," "," "," "," "," "," "," "," "," ",959,8,1,18,4," "," "," "," "," ",4,1,4,1," "
959,1,1,2,7,3," "," ",8," "," ",8,2021,959,MIDU,3,2,1,TUE,13,4,17,12,268494,380330,13,60," "," "," "," "," "," "," "," "," "," ",959,8,1,18,4," "," "," "," "," ",4,2,7,1," "
960,1,7,1,4,2,1,1,8,1," ",1,2021,960,LISC,2,2,1,TUE,13,4,17,24,342274,373137,13,30,12,7,1,1,1,1,1,1,1,1,960,1,1,18,3,3,1,1,1,1,2,1,4,1,1
960,1,7,1,4,2,1,1,8,1," ",1,2021,960,LISC,2,2,1,TUE,13,4,17,24,342274,373137,13,30,12,7,1,1,1,1,1,1,1,1,960,8,1,9,3,3,1,1,8,1,5,2,8,1,1
961,1,1,2,4,3," "," ",8," "," ",8,2021,961,ARBC,3,2,1,TUE,13,4,17,58,294950,349704,13,60," "," "," "," "," "," "," "," "," "," ",961,8,1,4,3," "," "," "," "," ",2,2,4,1," "
961,1,1,2,4,3," "," ",8," "," ",8,2021,961,ARBC,3,2,1,TUE,13,4,17,58,294950,349704,13,60," "," "," "," "," "," "," "," "," "," ",961,8,1,4,3," "," "," "," "," ",3,2,5,1," "
962,1,7,2,1,2,1,1,8,1," ",1,2021,962,ARBC,2,2,1,TUE,13,4,18,0,307691,358595,13,30,12,7,1,1,1,1,1,1,1,1,962,1,1,18,4,2,1,1,1,1,2,2,1,1,1
962,1,7,2,1,2,1,1,8,1," ",1,2021,962,ARBC,2,2,1,TUE,13,4,18,0,307691,358595,13,30,12,7,1,1,1,1,1,1,1,1,962,8,1,9,4,2,1,1,1,1,2,2,4,1,1
963,1,1,2,3,3," "," ",8," "," ",8,2021,963,ARBC,3,2,1,WED,14,4,7,8,288511,345807,1,30," "," "," "," "," "," "," "," "," "," ",963,8,1,18,3," "," "," "," "," ",5,2,3,1," "
963,1,1,2,3,3," "," ",8," "," ",8,2021,963,ARBC,3,2,1,WED,14,4,7,8,288511,345807,1,30," "," "," "," "," "," "," "," "," "," ",963,15,1,5,3," "," "," "," "," ",2,1,7,1," "
964,1,7,1,3,3," "," ",8," "," ",1,2021,964,BELC,3,2,1,WED,14,4,7,31,335131,373410,13,30," "," "," "," "," "," "," "," "," "," ",964,1,1,18,3," "," "," "," "," ",2,1,3,1," "
964,1,7,1,3,3," "," ",8," "," ",1,2021,964,BELC,3,2,1,WED,14,4,7,31,335131,373410,13,30," "," "," "," "," "," "," "," "," "," ",964,8,1,19,3," "," "," "," "," ",5,1,5,1," "
965,1,1,1,4,3," "," ",8," "," ",15,2021,965,ARND,3,3,2,WED,14,4,7,55,349682,375379,13,40," "," "," "," "," "," "," "," "," "," ",965,8,1,18,3," "," "," "," "," ",2,1,4,1," "
965,1,1,1,4,3," "," ",8," "," ",15,2021,965,ARND,3,3,2,WED,14,4,7,55,349682,375379,13,40," "," "," "," "," "," "," "," "," "," ",965,15,1,18,3," "," "," "," "," ",3,1,4,1," "
965,1,1,1,4,3," "," ",8," "," ",15,2021,965,ARND,3,3,2,WED,14,4,7,55,349682,375379,13,40," "," "," "," "," "," "," "," "," "," ",965,8,1,11,3," "," "," "," "," ",1,2,4,1," "
965,2,1,1,4,3," "," ",8," "," ",8,2021,965,ARND,3,3,2,WED,14,4,7,55,349682,375379,13,40," "," "," "," "," "," "," "," "," "," ",965,8,1,18,3," "," "," "," "," ",2,1,4,1," "
965,2,1,1,4,3," "," ",8," "," ",8,2021,965,ARND,3,3,2,WED,14,4,7,55,349682,375379,13,40," "," "," "," "," "," "," "," "," "," ",965,15,1,18,3," "," "," "," "," ",3,1,4,1," "
