a_ref,c_id,c_class,c_sex,c_agegroup,c_sever,c_loc,c_move,c_school,c_pcv,c_pedinj,c_vtype,a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene,a_ref,v_type,v_tow,v_man,v_loc,v_junc,v_skid,v_hit,v_leave,v_hitoff,v_impact,v_sex,v_agegroup,v_hitr,v_forreg
50,1,1,1,5,2,1,1,8,1," ",8,2021,50,MIDU,2,2,2,WED,6,1,20,6,279645,376999,13,60,12,7,1,1,6,9,2,1,1,1,50,8,1,18,3,2,1,1,1,1,2,1,7,1,1
50,1,1,1,5,2,1,1,8,1," ",8,2021,50,MIDU,2,2,2,WED,6,1,20,6,279645,376999,13,60,12,7,1,1,6,9,2,1,1,1,50,8,1,4,3,4,2,1,1,1,4,1,5,1,1
50,2,1,1,7,2,1,1,8,1," ",8,2021,50,MIDU,2,2,2,WED,6,1,20,6,279645,376999,13,60,12,7,1,1,6,9,2,1,1,1,50,8,1,18,3,2,1,1,1,1,2,1,7,1,1
50,2,1,1,7,2,1,1,8,1," ",8,2021,50,MIDU,2,2,2,WED,6,1,20,6,279645,376999,13,60,12,7,1,1,6,9,2,1,1,1,50,8,1,4,3,4,2,1,1,1,4,1,5,1,1
51,1,1,1,4,3," "," ",8," "," ",8,2021,51,FERO,3,1,2,THU,7,1,7,0,198186,359700,13,60," "," "," "," "," "," "," "," "," "," ",51,8,1,17,3," "," "," "," "," ",2,1,4,1," "
51,2,3,2,4,3," "," ",8," "," ",8,2021,51,FERO,3,1,2,THU,7,1,7,0,198186,359700,13,60," "," "," "," "," "," "," "," "," "," ",51,8,1,17,3," "," "," "," "," ",2,1,4,1," "
52,1,1,1,6,3," "," ",8," "," ",8,2021,52,NEMD,3,1,1,THU,7,1,9,23,340994,352488,13,60," "," "," "," "," "," "," "," "," "," ",52,8,1,19,3," "," "," "," "," ",2,1,6,1," "
53,1,1,2,6,3," "," ",8," "," ",15,2021,53,MEAN,3,1,1,THU,7,1,11,14,315776,416821,13,60," "," "," "," "," "," "," "," "," "," ",53,15,1,13,3," "," "," "," "," ",2,2,6,1," "
54,1,1,1,7,3," "," ",8," "," ",15,2021,54,DCST,3,1,1,THU,7,1,11,25,248155,411785,13,60," "," "," "," "," "," "," "," "," "," ",54,15,1,16,4," "," "," "," "," ",2,1,7,1," "
55,1,1,2,6,2,1,1,8,1," ",8,2021,55,NEMD,2,1,1,THU,7,1,11,31,350622,358328,13,60,10,7,1,1,3,9,4,1,1,1,55,8,1,17,4,3,2,1,1,11,2,2,6,1,1
56,1,1,1,4,3," "," ",8," "," ",20,2021,56,ANTN,3,2,1,THU,7,1,12,0,331791,382202,13,30," "," "," "," "," "," "," "," "," "," ",56,8,1,7,3," "," "," "," "," ",4,1,8,1," "
56,1,1,1,4,3," "," ",8," "," ",20,2021,56,ANTN,3,2,1,THU,7,1,12,0,331791,382202,13,30," "," "," "," "," "," "," "," "," "," ",56,20,1,18,3," "," "," "," "," ",2,1,4,1," "
57,1,1,1,3,3,1,1,8,1," ",8,2021,57,FERO,2,1,2,THU,7,1,17,20,223013,359148,13,60,1,1,1,1,6,9,4,1,1,1,57,8,1,18,3,1,2,1,1,3,5,1,3,1,1
57,2,3,1,3,2,1,1,8,1," ",8,2021,57,FERO,2,1,2,THU,7,1,17,20,223013,359148,13,60,1,1,1,1,6,9,4,1,1,1,57,8,1,18,3,1,2,1,1,3,5,1,3,1,1
58,1,1,1,3,3," "," ",8," "," ",8,2021,58,DCST,3,2,1,THU,7,1,18,1,243297,417181,13,30," "," "," "," "," "," "," "," "," "," ",58,8,1,8,3," "," "," "," "," ",2,1,3,1," "
58,1,1,1,3,3," "," ",8," "," ",8,2021,58,DCST,3,2,1,THU,7,1,18,1,243297,417181,13,30," "," "," "," "," "," "," "," "," "," ",58,8,1,9,3," "," "," "," "," ",2,2,5,1," "
59,1,1,1,6,3," "," ",8," "," ",8,2021,59,MIDU,3,2,2,THU,7,1,19,12,276114,378106,13,60," "," "," "," "," "," "," "," "," "," ",59,8,1,9,3," "," "," "," "," ",5,1,7,1," "
59,1,1,1,6,3," "," ",8," "," ",8,2021,59,MIDU,3,2,2,THU,7,1,19,12,276114,378106,13,60," "," "," "," "," "," "," "," "," "," ",59,8,1,18,3," "," "," "," "," ",2,1,6,1," "
59,2,1,1,7,3," "," ",8," "," ",8,2021,59,MIDU,3,2,2,THU,7,1,19,12,276114,378106,13,60," "," "," "," "," "," "," "," "," "," ",59,8,1,9,3," "," "," "," "," ",5,1,7,1," "
59,2,1,1,7,3," "," ",8," "," ",8,2021,59,MIDU,3,2,2,THU,7,1,19,12,276114,378106,13,60," "," "," "," "," "," "," "," "," "," ",59,8,1,18,3," "," "," "," "," ",2,1,6,1," "
60,1,1,2,5,3," "," ",8," "," ",8,2021,60,FERO,3,1,2,THU,7,1,20,55,241818,369787,13,60," "," "," "," "," "," "," "," "," "," ",60,8,1,4,3," "," "," "," "," ",2,2,5,1," "
60,2,3,2,3,3," "," ",8," "," ",8,2021,60,FERO,3,1,2,THU,7,1,20,55,241818,369787,13,60," "," "," "," "," "," "," "," "," "," ",60,8,1,4,3," "," "," "," "," ",2,2,5,1," "
61,1,1,2,4,3," "," ",8," "," ",8,2021,61,BELC,3,2,2,THU,7,1,20,45,333532,373085,13,30," "," "," "," "," "," "," "," "," "," ",61,8,1,5,3," "," "," "," "," ",2,2,6,1," "
61,1,1,2,4,3," "," ",8," "," ",8,2021,61,BELC,3,2,2,THU,7,1,20,45,333532,373085,13,30," "," "," "," "," "," "," "," "," "," ",61,8,1,3,3," "," "," "," "," ",3,2,4,1," "
61,2,3,2,5,3," "," ",8," "," ",8,2021,61,BELC,3,2,2,THU,7,1,20,45,333532,373085,13,30," "," "," "," "," "," "," "," "," "," ",61,8,1,5,3," "," "," "," "," ",2,2,6,1," "
61,2,3,2,5,3," "," ",8," "," ",8,2021,61,BELC,3,2,2,THU,7,1,20,45,333532,373085,13,30," "," "," "," "," "," "," "," "," "," ",61,8,1,3,3," "," "," "," "," ",3,2,4,1," "
62,1,1,2,3,3," "," ",8," "," ",8,2021,62,ANTN,3,1,1,FRI,8,1,7,45,330199,394142,13,60," "," "," "," "," "," "," "," "," "," ",62,8,1,17,3," "," "," "," "," ",2,2,3,1," "
63,1,1,2,7,3," "," ",8," "," ",8,2021,63,LISC,3,3,1,FRI,8,1,8,9,342343,374080,13,60," "," "," "," "," "," "," "," "," "," ",63,8,1,3,3," "," "," "," "," ",2,2,6,1," "
63,1,1,2,7,3," "," ",8," "," ",8,2021,63,LISC,3,3,1,FRI,8,1,8,9,342343,374080,13,60," "," "," "," "," "," "," "," "," "," ",63,8,1,3,3," "," "," "," "," ",3,1,8,1," "
63,1,1,2,7,3," "," ",8," "," ",8,2021,63,LISC,3,3,1,FRI,8,1,8,9,342343,374080,13,60," "," "," "," "," "," "," "," "," "," ",63,8,1,4,3," "," "," "," "," ",3,2,7,1," "
64,1,1,2,3,3," "," ",8," "," ",8,2021,64,ARBC,3,2,2,FRI,8,1,9,32,287157,353441,13,60," "," "," "," "," "," "," "," "," "," ",64,8,1,9,3," "," "," "," "," ",3,1,6,1," "
64,1,1,2,3,3," "," ",8," "," ",8,2021,64,ARBC,3,2,2,FRI,8,1,9,32,287157,353441,13,60," "," "," "," "," "," "," "," "," "," ",64,8,1,18,3," "," "," "," "," ",2,2,3,1," "
64,2,1,1,6,3," "," ",8," "," ",8,2021,64,ARBC,3,2,2,FRI,8,1,9,32,287157,353441,13,60," "," "," "," "," "," "," "," "," "," ",64,8,1,9,3," "," "," "," "," ",3,1,6,1," "
64,2,1,1,6,3," "," ",8," "," ",8,2021,64,ARBC,3,2,2,FRI,8,1,9,32,287157,353441,13,60," "," "," "," "," "," "," "," "," "," ",64,8,1,18,3," "," "," "," "," ",2,2,3,1," "
65,1,5,1,8,3," "," ",8," "," "," ",2021,65,FERO,3,1,1,FRI,8,1,11,10,219359,358441,13,40," "," "," "," "," "," "," "," "," "," ",65,8,1,18,3," "," "," "," "," ",4,3,9,2," "
66,1,5,1,6,3," "," ",8," "," "," ",2021,66,BELC,3,1,1,FRI,8,1,12,0,332714,374798,13,30," "," "," "," "," "," "," "," "," "," ",66,8,1,18,3," "," "," "," "," ",2,3,9,2," "
67,1,3,1,2,3," "," ",8," "," ",8,2021,67,BELC,3,2,1,FRI,8,1,13,0,329718,371247,13,30," "," "," "," "," "," "," "," "," "," ",67,8,1,18,3," "," "," "," "," ",4,1,5,1," "
67,1,3,1,2,3," "," ",8," "," ",8,2021,67,BELC,3,2,1,FRI,8,1,13,0,329718,371247,13,30," "," "," "," "," "," "," "," "," "," ",67,8,1,9,3," "," "," "," "," ",2,1,5,1," "
68,1,4,1,5,3," "," ",8," "," ",8,2021,68,LISC,3,2,1,FRI,8,1,13,14,323964,364376,13,50," "," "," "," "," "," "," "," "," "," ",68,8,1,18,3," "," "," "," "," ",2,1,5,1," "
68,1,4,1,5,3," "," ",8," "," ",8,2021,68,LISC,3,2,1,FRI,8,1,13,14,323964,364376,13,50," "," "," "," "," "," "," "," "," "," ",68,8,1,3,3," "," "," "," "," ",3,1,5,1," "
69,1,1,1,3,3," "," ",8," "," ",8,2021,69,NEMD,3,2,3,FRI,8,1,14,35,307291,328392,13,60," "," "," "," "," "," "," "," "," "," ",69,8,1,17,4," "," "," "," "," ",5,2,6,1," "
69,1,1,1,3,3," "," ",8," "," ",8,2021,69,NEMD,3,2,3,FRI,8,1,14,35,307291,328392,13,60," "," "," "," "," "," "," "," "," "," ",69,8,1,16,4," "," "," "," "," ",5,1,3,1," "
69,2,1,2,6,3," "," ",8," "," ",8,2021,69,NEMD,3,2,3,FRI,8,1,14,35,307291,328392,13,60," "," "," "," "," "," "," "," "," "," ",69,8,1,17,4," "," "," "," "," ",5,2,6,1," "
69,2,1,2,6,3," "," ",8," "," ",8,2021,69,NEMD,3,2,3,FRI,8,1,14,35,307291,328392,13,60," "," "," "," "," "," "," "," "," "," ",69,8,1,16,4," "," "," "," "," ",5,1,3,1," "
69,3,3,1,7,3," "," ",8," "," ",8,2021,69,NEMD,3,2,3,FRI,8,1,14,35,307291,328392,13,60," "," "," "," "," "," "," "," "," "," ",69,8,1,17,4," "," "," "," "," ",5,2,6,1," "
69,3,3,1,7,3," "," ",8," "," ",8,2021,69,NEMD,3,2,3,FRI,8,1,14,35,307291,328392,13,60," "," "," "," "," "," "," "," "," "," ",69,8,1,16,4," "," "," "," "," ",5,1,3,1," "
70,1,1,1,3,3," "," ",8," "," ",15,2021,70,ARBC,3,1,1,FRI,8,1,16,2,310333,356077,13,30," "," "," "," "," "," "," "," "," "," ",70,15,1,18,4," "," "," "," "," ",4,1,3,1," "
71,1,1,2,7,3," "," ",8," "," ",8,2021,71,LISC,3,2,1,FRI,8,1,17,0,341069,367040,13,60," "," "," "," "," "," "," "," "," "," ",71,8,1,4,3," "," "," "," "," ",2,2,6,1," "
71,1,1,2,7,3," "," ",8," "," ",8,2021,71,LISC,3,2,1,FRI,8,1,17,0,341069,367040,13,60," "," "," "," "," "," "," "," "," "," ",71,8,1,3,4," "," "," "," "," ",3,2,7,1," "
72,1,1,1,3,3," "," ",8," "," ",8,2021,72,BELC,3,2,2,FRI,8,1,22,37,333343,375993,13,30," "," "," "," "," "," "," "," "," "," ",72,8,1,2,3," "," "," "," "," ",3,1,5,1," "
72,1,1,1,3,3," "," ",8," "," ",8,2021,72,BELC,3,2,2,FRI,8,1,22,37,333343,375993,13,30," "," "," "," "," "," "," "," "," "," ",72,8,1,14,3," "," "," "," "," ",2,1,3,1," "
72,2,1,1,5,3," "," ",8," "," ",8,2021,72,BELC,3,2,2,FRI,8,1,22,37,333343,375993,13,30," "," "," "," "," "," "," "," "," "," ",72,8,1,2,3," "," "," "," "," ",3,1,5,1," "
72,2,1,1,5,3," "," ",8," "," ",8,2021,72,BELC,3,2,2,FRI,8,1,22,37,333343,375993,13,30," "," "," "," "," "," "," "," "," "," ",72,8,1,14,3," "," "," "," "," ",2,1,3,1," "
73,1,6,1,3,3," "," ",8," "," ",5,2021,73,BELC,3,1,1,SAT,9,1,0,26,333758,373729,13,20," "," "," "," "," "," "," "," "," "," ",73,23,1,18,3," "," "," "," "," ",1,1,3,1," "
74,1,1,1,6,3," "," ",8," "," ",8,2021,74,FERO,3,2,1,SAT,9,1,16,1,233607,355136,13,60," "," "," "," "," "," "," "," "," "," ",74,8,1,19,3," "," "," "," "," ",4,1,6,1," "
74,1,1,1,6,3," "," ",8," "," ",8,2021,74,FERO,3,2,1,SAT,9,1,16,1,233607,355136,13,60," "," "," "," "," "," "," "," "," "," ",74,8,1,19,3," "," "," "," "," ",2,1,3,1," "
75,1,1,2,6,3," "," ",8," "," ",8,2021,75,NEMD,3,2,2,SAT,9,1,20,0,305393,320461,13,30," "," "," "," "," "," "," "," "," "," ",75,8,1,18,3," "," "," "," "," ",5,2,6,1," "
75,1,1,2,6,3," "," ",8," "," ",8,2021,75,NEMD,3,2,2,SAT,9,1,20,0,305393,320461,13,30," "," "," "," "," "," "," "," "," "," ",75,8,1,19,3," "," "," "," "," ",2,1,3,1," "
75,2,4,2,1,3," "," ",8," "," ",8,2021,75,NEMD,3,2,2,SAT,9,1,20,0,305393,320461,13,30," "," "," "," "," "," "," "," "," "," ",75,8,1,18,3," "," "," "," "," ",5,2,6,1," "
75,2,4,2,1,3," "," ",8," "," ",8,2021,75,NEMD,3,2,2,SAT,9,1,20,0,305393,320461,13,30," "," "," "," "," "," "," "," "," "," ",75,8,1,19,3," "," "," "," "," ",2,1,3,1," "
76,1,1,2,4,3," "," ",8," "," ",8,2021,76,LISC,3,1,1,SUN,10,1,5,25,335223,370067,11,40," "," "," "," "," "," "," "," "," "," ",76,8,1,18,3," "," "," "," "," ",2,2,4,1," "
77,1,1,1,4,3," "," ",8," "," ",8,2021,77,BELC,3,1,1,SUN,10,1,5,28,329655,378086,13,60," "," "," "," "," "," "," "," "," "," ",77,8,1,17,3," "," "," "," "," ",2,1,4,1," "
78,1,7,1,6,3," "," ",8," "," ",1,2021,78,ARND,3,3,1,SUN,10,1,15,30,352554,382394,13,30," "," "," "," "," "," "," "," "," "," ",78,8,1,2,3," "," "," "," "," ",5,3,9,1," "
78,1,7,1,6,3," "," ",8," "," ",1,2021,78,ARND,3,3,1,SUN,10,1,15,30,352554,382394,13,30," "," "," "," "," "," "," "," "," "," ",78,8,1,14,3," "," "," "," "," ",1,2,8,1," "
78,1,7,1,6,3," "," ",8," "," ",1,2021,78,ARND,3,3,1,SUN,10,1,15,30,352554,382394,13,30," "," "," "," "," "," "," "," "," "," ",78,1,1,14,3," "," "," "," "," ",2,1,6,1," "
79,1,1,2,3,3," "," ",8," "," ",8,2021,79,CCGL,3,1,1,MON,11,1,7,11,284144,427910,13,60," "," "," "," "," "," "," "," "," "," ",79,8,1,18,3," "," "," "," "," ",5,2,3,1," "
80,1,1,1,4,3,1,1,8,1," ",24,2021,80,ANTN,1,2,2,MON,11,1,9,12,334664,393242,13,60,1,1,1,1,2,1,1,1,1,1,80,8,1,18,3,1,1,1,2,5,2,1,5,1,3
80,1,1,1,4,3,1,1,8,1," ",24,2021,80,ANTN,1,2,2,MON,11,1,9,12,334664,393242,13,60,1,1,1,1,2,1,1,1,1,1,80,24,1,18,3,1,2,1,8,5,2,1,4,1,1
80,2,1,1,5,1,1,1,8,1," ",8,2021,80,ANTN,1,2,2,MON,11,1,9,12,334664,393242,13,60,1,1,1,1,2,1,1,1,1,1,80,8,1,18,3,1,1,1,2,5,2,1,5,1,3
80,2,1,1,5,1,1,1,8,1," ",8,2021,80,ANTN,1,2,2,MON,11,1,9,12,334664,393242,13,60,1,1,1,1,2,1,1,1,1,1,80,24,1,18,3,1,2,1,8,5,2,1,4,1,1
81,1,1,2,6,3," "," ",8," "," ",8,2021,81,ARBC,3,4,3,MON,11,1,12,20,287671,345427,13,30," "," "," "," "," "," "," "," "," "," ",81,8,1,2,6," "," "," "," "," ",3,1,8,1," "
81,1,1,2,6,3," "," ",8," "," ",8,2021,81,ARBC,3,4,3,MON,11,1,12,20,287671,345427,13,30," "," "," "," "," "," "," "," "," "," ",81,15,1,18,3," "," "," "," "," ",4,1,5,1," "
81,1,1,2,6,3," "," ",8," "," ",8,2021,81,ARBC,3,4,3,MON,11,1,12,20,287671,345427,13,30," "," "," "," "," "," "," "," "," "," ",81,8,1,3,3," "," "," "," "," ",3,2,6,1," "
81,1,1,2,6,3," "," ",8," "," ",8,2021,81,ARBC,3,4,3,MON,11,1,12,20,287671,345427,13,30," "," "," "," "," "," "," "," "," "," ",81,24,2,7,3," "," "," "," "," ",5,1,5,2," "
81,2,3,2,8,3," "," ",8," "," ",8,2021,81,ARBC,3,4,3,MON,11,1,12,20,287671,345427,13,30," "," "," "," "," "," "," "," "," "," ",81,8,1,2,6," "," "," "," "," ",3,1,8,1," "
81,2,3,2,8,3," "," ",8," "," ",8,2021,81,ARBC,3,4,3,MON,11,1,12,20,287671,345427,13,30," "," "," "," "," "," "," "," "," "," ",81,15,1,18,3," "," "," "," "," ",4,1,5,1," "
81,2,3,2,8,3," "," ",8," "," ",8,2021,81,ARBC,3,4,3,MON,11,1,12,20,287671,345427,13,30," "," "," "," "," "," "," "," "," "," ",81,8,1,3,3," "," "," "," "," ",3,2,6,1," "
81,2,3,2,8,3," "," ",8," "," ",8,2021,81,ARBC,3,4,3,MON,11,1,12,20,287671,345427,13,30," "," "," "," "," "," "," "," "," "," ",81,24,2,7,3," "," "," "," "," ",5,1,5,2," "
81,3,1,1,5,3," "," ",8," "," ",15,2021,81,ARBC,3,4,3,MON,11,1,12,20,287671,345427,13,30," "," "," "," "," "," "," "," "," "," ",81,8,1,2,6," "," "," "," "," ",3,1,8,1," "
81,3,1,1,5,3," "," ",8," "," ",15,2021,81,ARBC,3,4,3,MON,11,1,12,20,287671,345427,13,30," "," "," "," "," "," "," "," "," "," ",81,15,1,18,3," "," "," "," "," ",4,1,5,1," "
81,3,1,1,5,3," "," ",8," "," ",15,2021,81,ARBC,3,4,3,MON,11,1,12,20,287671,345427,13,30," "," "," "," "," "," "," "," "," "," ",81,8,1,3,3," "," "," "," "," ",3,2,6,1," "
81,3,1,1,5,3," "," ",8," "," ",15,2021,81,ARBC,3,4,3,MON,11,1,12,20,287671,345427,13,30," "," "," "," "," "," "," "," "," "," ",81,24,2,7,3," "," "," "," "," ",5,1,5,2," "
82,1,1,2,5,3," "," ",8," "," ",8,2021,82,ARND,3,2,1,MON,11,1,13,15,354998,370999,13,60," "," "," "," "," "," "," "," "," "," ",82,8,1,18,3," "," "," "," "," ",2,2,5,1," "
82,1,1,2,5,3," "," ",8," "," ",8,2021,82,ARND,3,2,1,MON,11,1,13,15,354998,370999,13,60," "," "," "," "," "," "," "," "," "," ",82,8,1,18,3," "," "," "," "," ",3,2,5,1," "
83,1,1,1,3,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,17,3," "," "," "," "," ",4,2,6,1," "
83,1,1,1,3,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,9,3," "," "," "," "," ",3,2,5,1," "
83,1,1,1,3,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,16,3," "," "," "," "," ",2,1,3,1," "
83,2,3,2,8,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,17,3," "," "," "," "," ",4,2,6,1," "
83,2,3,2,8,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,9,3," "," "," "," "," ",3,2,5,1," "
83,2,3,2,8,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,16,3," "," "," "," "," ",2,1,3,1," "
83,3,1,2,5,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,17,3," "," "," "," "," ",4,2,6,1," "
83,3,1,2,5,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,9,3," "," "," "," "," ",3,2,5,1," "
83,3,1,2,5,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,16,3," "," "," "," "," ",2,1,3,1," "
83,4,4,1,4,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,17,3," "," "," "," "," ",4,2,6,1," "
83,4,4,1,4,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,9,3," "," "," "," "," ",3,2,5,1," "
83,4,4,1,4,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,16,3," "," "," "," "," ",2,1,3,1," "
83,5,3,1,3,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,17,3," "," "," "," "," ",4,2,6,1," "
83,5,3,1,3,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,9,3," "," "," "," "," ",3,2,5,1," "
83,5,3,1,3,3," "," ",8," "," ",8,2021,83,MIDU,3,3,5,MON,11,1,16,0,284784,378258,13,60," "," "," "," "," "," "," "," "," "," ",83,8,1,16,3," "," "," "," "," ",2,1,3,1," "
84,1,1,2,8,3," "," ",8," "," ",8,2021,84,BELC,3,2,1,MON,11,1,16,30,338143,374010,13,30," "," "," "," "," "," "," "," "," "," ",84,8,1,10,4," "," "," "," "," ",5,1,7,1," "
84,1,1,2,8,3," "," ",8," "," ",8,2021,84,BELC,3,2,1,MON,11,1,16,30,338143,374010,13,30," "," "," "," "," "," "," "," "," "," ",84,8,1,7,4," "," "," "," "," ",4,2,8,1," "
85,1,1,1,5,3," "," ",8," "," ",8,2021,85,MEAN,3,2,1,MON,11,1,16,30,310966,400883,13,40," "," "," "," "," "," "," "," "," "," ",85,8,1,4,3," "," "," "," "," ",2,1,5,1," "
85,1,1,1,5,3," "," ",8," "," ",8,2021,85,MEAN,3,2,1,MON,11,1,16,30,310966,400883,13,40," "," "," "," "," "," "," "," "," "," ",85,8,1,4,3," "," "," "," "," ",3,1,5,1," "
86,1,1,1,6,3," "," ",8," "," ",20,2021,86,BELC,3,2,1,MON,11,1,17,34,332857,372445,13,30," "," "," "," "," "," "," "," "," "," ",86,8,1,9,3," "," "," "," "," ",5,2,3,1," "
86,1,1,1,6,3," "," ",8," "," ",20,2021,86,BELC,3,2,1,MON,11,1,17,34,332857,372445,13,30," "," "," "," "," "," "," "," "," "," ",86,20,1,18,3," "," "," "," "," ",2,1,6,1," "
87,1,1,2,7,2,1,1,8,1," ",8,2021,87,BELC,2,2,2,TUE,12,1,7,15,334983,370872,13,30,12,3,1,11,4,10,1,1,1,1,87,8,1,18,3,3,1,1,1,1,2,1,4,1,1
87,1,1,2,7,2,1,1,8,1," ",8,2021,87,BELC,2,2,2,TUE,12,1,7,15,334983,370872,13,30,12,3,1,11,4,10,1,1,1,1,87,8,1,9,3,3,1,1,1,1,5,2,7,1,1
87,2,1,1,4,2,1,1,8,1," ",8,2021,87,BELC,2,2,2,TUE,12,1,7,15,334983,370872,13,30,12,3,1,11,4,10,1,1,1,1,87,8,1,18,3,3,1,1,1,1,2,1,4,1,1
87,2,1,1,4,2,1,1,8,1," ",8,2021,87,BELC,2,2,2,TUE,12,1,7,15,334983,370872,13,30,12,3,1,11,4,10,1,1,1,1,87,8,1,9,3,3,1,1,1,1,5,2,7,1,1
88,1,1,1,8,3," "," ",8," "," ",8,2021,88,CCGL,3,2,1,TUE,12,1,9,26,298991,421785,13,60," "," "," "," "," "," "," "," "," "," ",88,8,1,18,3," "," "," "," "," ",2,1,8,1," "
88,1,1,1,8,3," "," ",8," "," ",8,2021,88,CCGL,3,2,1,TUE,12,1,9,26,298991,421785,13,60," "," "," "," "," "," "," "," "," "," ",88,14,1,2,3," "," "," "," "," ",2,1,5,1," "
89,1,1,1,5,3," "," ",8," "," ",14,2021,89,BELC,3,2,1,TUE,12,1,11,10,338656,376228,13,30," "," "," "," "," "," "," "," "," "," ",89,14,1,18,4," "," "," "," "," ",2,1,5,2," "
89,1,1,1,5,3," "," ",8," "," ",14,2021,89,BELC,3,2,1,TUE,12,1,11,10,338656,376228,13,30," "," "," "," "," "," "," "," "," "," ",89,8,1,2,4," "," "," "," "," ",3,3,9,1," "
90,1,5,1,5,3," "," ",8," "," "," ",2021,90,MEAN,3,1,1,TUE,12,1,11,18,327773,398713,13,30," "," "," "," "," "," "," "," "," "," ",90,24,5,4,7," "," "," "," "," ",2,1,6,1," "
91,1,1,1,7,3," "," ",8," "," ",8,2021,91,BELC,3,2,1,TUE,12,1,12,5,331978,373229,13,30," "," "," "," "," "," "," "," "," "," ",91,8,1,2,3," "," "," "," "," ",5,1,7,1," "
91,1,1,1,7,3," "," ",8," "," ",8,2021,91,BELC,3,2,1,TUE,12,1,12,5,331978,373229,13,30," "," "," "," "," "," "," "," "," "," ",91,8,1,15,3," "," "," "," "," ",2,1,3,2," "
92,1,1,2,3,2,1,1,8,1,2,21,2021,92,ARBC,2,3,1,MON,11,1,10,10,316661,349739,13,60,1,1,1,1,2,10,10,1,1,2,92,21,1,18,3,1,1,1,1,1,1,1,7,1,1
92,1,1,2,3,2,1,1,8,1,2,21,2021,92,ARBC,2,3,1,MON,11,1,10,10,316661,349739,13,60,1,1,1,1,2,10,10,1,1,2,92,21,1,19,4,1,1,1,1,1,1,2,3,1,1
92,1,1,2,3,2,1,1,8,1,2,21,2021,92,ARBC,2,3,1,MON,11,1,10,10,316661,349739,13,60,1,1,1,1,2,10,10,1,1,2,92,8,5,19,4,1,1,1,1,1,1,3,9,2,1
93,1,1,1,4,3," "," ",8," "," ",8,2021,93,BELC,3,5,1,TUE,12,1,13,49,329729,369480,12,70," "," "," "," "," "," "," "," "," "," ",93,8,1,18,3," "," "," "," "," ",2,1,4,1," "
93,1,1,1,4,3," "," ",8," "," ",8,2021,93,BELC,3,5,1,TUE,12,1,13,49,329729,369480,12,70," "," "," "," "," "," "," "," "," "," ",93,8,1,18,3," "," "," "," "," ",2,2,4,1," "
93,1,1,1,4,3," "," ",8," "," ",8,2021,93,BELC,3,5,1,TUE,12,1,13,49,329729,369480,12,70," "," "," "," "," "," "," "," "," "," ",93,8,1,18,3," "," "," "," "," ",2,1,4,1," "
93,1,1,1,4,3," "," ",8," "," ",8,2021,93,BELC,3,5,1,TUE,12,1,13,49,329729,369480,12,70," "," "," "," "," "," "," "," "," "," ",93,15,1,18,3," "," "," "," "," ",2,1,5,1," "
